Unnamed: 0,Penyakit,Gejala_1,Gejala_2,Gejala_3,Gejala_4
1926,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,darah dalam tinja,iritasi di anus
1927,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,iritasi di anus
1928,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
1929,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
1930,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2071,GERD,sakit perut,keasaman,bisul di lidah,muntah
2072,GERD,sakit perut,bisul di lidah,muntah,batuk
2073,GERD,sakit perut,keasaman,muntah,batuk
2074,GERD,sakit perut,keasaman,bisul di lidah,batuk
2075,GERD,sakit perut,keasaman,bisul di lidah,muntah
2076,GERD,sakit perut,keasaman,bisul di lidah,muntah
2077,GERD,keasaman,bisul di lidah,muntah,batuk
2078,GERD,sakit perut,bisul di lidah,muntah,batuk
2079,GERD,sakit perut,keasaman,muntah,batuk
2080,GERD,sakit perut,keasaman,bisul di lidah,batuk
2101,Penyakit tukak lambung,muntah,kehilangan nafsu makan,sakit perut,masuk angin
2102,Penyakit tukak lambung,muntah,gangguan pencernaan,sakit perut,masuk angin
2103,Penyakit tukak lambung,gangguan pencernaan,kehilangan nafsu makan,sakit perut,masuk angin
2104,Penyakit tukak lambung,muntah,kehilangan nafsu makan,sakit perut,masuk angin
2105,Penyakit tukak lambung,muntah,gangguan pencernaan,sakit perut,masuk angin
2106,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,masuk angin
2107,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2108,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2109,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2110,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2111,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2112,AIDS,bercak di tenggorokan,demam tinggi,kontak di luar nikah,
2113,AIDS,pengecilan otot,demam tinggi,kontak di luar nikah,
2114,AIDS,pengecilan otot,bercak di tenggorokan,kontak di luar nikah,
2115,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,
2116,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2117,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2118,AIDS,bercak di tenggorokan,demam tinggi,kontak di luar nikah,
2119,AIDS,pengecilan otot,demam tinggi,kontak di luar nikah,
2120,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,
2121,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2122,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2123,Diabetes,penurunan berat badan,kegelisahan,kelesuan,kadar gula tidak teratur
2124,Diabetes,kelelahan,kegelisahan,kelesuan,kadar gula tidak teratur
2125,Diabetes,kelelahan,penurunan berat badan,kelesuan,kadar gula tidak teratur
2126,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kadar gula tidak teratur
2127,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2128,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2129,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2130,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2151,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2152,Hipertensi,nyeri dada,pusing,kehilangan keseimbangan,kurangnya konsentrasi
2153,Hipertensi,sakit kepala,pusing,kehilangan keseimbangan,kurangnya konsentrasi
2154,Hipertensi,sakit kepala,nyeri dada,kehilangan keseimbangan,kurangnya konsentrasi
2155,Hipertensi,sakit kepala,nyeri dada,pusing,kurangnya konsentrasi
2156,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2157,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2158,Hipertensi,nyeri dada,pusing,kehilangan keseimbangan,kurangnya konsentrasi
2159,Hipertensi,sakit kepala,pusing,kehilangan keseimbangan,kurangnya konsentrasi
2160,Hipertensi,sakit kepala,nyeri dada,kehilangan keseimbangan,kurangnya konsentrasi
2161,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2162,Migrain,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi,kelaparan berlebihan
2163,Migrain,keasaman,sakit kepala,penglihatan kabur dan terdistorsi,kelaparan berlebihan
2164,Migrain,keasaman,gangguan pencernaan,penglihatan kabur dan terdistorsi,kelaparan berlebihan
2165,Migrain,keasaman,gangguan pencernaan,sakit kepala,kelaparan berlebihan
2166,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2167,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2168,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2169,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2170,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2191,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2192,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2193,Penyakit kuning,muntah,kelelahan,penurunan berat badan,demam tinggi
2194,Penyakit kuning,gatal,kelelahan,penurunan berat badan,demam tinggi
2195,Penyakit kuning,gatal,muntah,penurunan berat badan,demam tinggi
2196,Penyakit kuning,gatal,muntah,kelelahan,demam tinggi
2197,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2198,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2199,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2200,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2201,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2202,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2203,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2204,Malaria,muntah,demam tinggi,berkeringat,sakit kepala
2205,Malaria,panas dingin,demam tinggi,berkeringat,sakit kepala
2206,Malaria,panas dingin,muntah,berkeringat,sakit kepala
2207,Malaria,panas dingin,muntah,demam tinggi,sakit kepala
2208,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2209,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2210,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2211,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2212,Cacar air,ruam kulit,kelelahan,kelesuan,demam tinggi
2213,Cacar air,gatal,kelelahan,kelesuan,demam tinggi
2214,Cacar air,gatal,ruam kulit,kelesuan,demam tinggi
2215,Cacar air,gatal,ruam kulit,kelelahan,demam tinggi
2216,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2217,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2218,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2219,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2220,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2221,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2222,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2223,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2224,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2225,demam berdarah,panas dingin,nyeri sendi,muntah,kelelahan
2226,demam berdarah,ruam kulit,nyeri sendi,muntah,kelelahan
2227,demam berdarah,ruam kulit,panas dingin,muntah,kelelahan
2228,demam berdarah,ruam kulit,panas dingin,nyeri sendi,kelelahan
2229,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2230,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2231,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2232,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2233,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2234,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2235,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2236,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2237,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2238,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2239,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2240,Penyakit tipus,panas dingin,kelelahan,demam tinggi,sakit kepala
2301,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2302,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2303,TBC,muntah,kelelahan,penurunan berat badan,batuk
2304,TBC,panas dingin,kelelahan,penurunan berat badan,batuk
2305,TBC,panas dingin,muntah,penurunan berat badan,batuk
2306,TBC,panas dingin,muntah,kelelahan,batuk
2307,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2308,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2309,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2310,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2311,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2312,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2313,Flu biasa,panas dingin,kelelahan,batuk,demam tinggi
2314,Flu biasa,bersin terus menerus,kelelahan,batuk,demam tinggi
2315,Flu biasa,bersin terus menerus,panas dingin,batuk,demam tinggi
2316,Flu biasa,bersin terus menerus,panas dingin,kelelahan,demam tinggi
2317,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2318,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2319,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2320,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2321,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2322,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2323,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2324,Radang paru-paru,kelelahan,batuk,demam tinggi,sesak napas
2325,Radang paru-paru,panas dingin,batuk,demam tinggi,sesak napas
2326,Radang paru-paru,panas dingin,kelelahan,demam tinggi,sesak napas
2327,Radang paru-paru,panas dingin,kelelahan,batuk,sesak napas
2328,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2329,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2330,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2331,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2332,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2333,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2334,Wasir dimorfik (tumpukan),nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja,iritasi di anus
2335,Wasir dimorfik (tumpukan),sembelit,nyeri di wilayah anal,darah dalam tinja,iritasi di anus
2336,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,darah dalam tinja,iritasi di anus
2337,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,iritasi di anus
2338,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2339,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2340,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2463,GERD,sakit perut,keasaman,bisul di lidah,muntah
2466,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2467,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2468,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2471,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2472,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2475,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2476,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2477,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2478,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2479,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2486,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2487,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2488,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2489,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2504,GERD,sakit perut,keasaman,bisul di lidah,muntah
2507,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2508,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2509,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2512,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2513,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2516,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2517,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2518,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2519,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2520,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2527,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2528,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2529,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2530,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2545,GERD,sakit perut,keasaman,bisul di lidah,muntah
2548,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2549,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2550,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2553,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2554,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2557,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2558,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2559,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2560,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2561,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2568,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2569,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2570,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2571,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2586,GERD,sakit perut,keasaman,bisul di lidah,muntah
2589,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2590,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2591,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2594,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2595,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2598,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2599,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2600,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2601,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2602,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2609,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2610,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2611,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2612,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2627,GERD,sakit perut,keasaman,bisul di lidah,muntah
2630,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2631,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2632,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2635,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2636,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2639,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2640,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2641,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2642,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2643,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2650,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2651,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2652,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2653,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2668,GERD,sakit perut,keasaman,bisul di lidah,muntah
2671,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2672,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2673,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2676,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2677,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2680,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2681,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2682,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2683,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2684,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2691,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2692,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2693,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2694,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2709,GERD,sakit perut,keasaman,bisul di lidah,muntah
2712,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2713,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2714,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2717,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2718,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2721,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2722,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2723,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2724,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2725,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2732,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2733,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2734,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2735,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2750,GERD,sakit perut,keasaman,bisul di lidah,muntah
2753,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2754,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2755,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2758,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2759,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2762,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2763,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2764,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2765,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2766,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2773,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2774,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2775,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2776,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2791,GERD,sakit perut,keasaman,bisul di lidah,muntah
2794,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2795,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2796,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2799,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2800,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2803,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2804,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2805,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2806,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2807,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2814,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2815,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2816,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2817,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2832,GERD,sakit perut,keasaman,bisul di lidah,muntah
2835,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2836,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2837,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2840,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2841,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2844,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2845,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2846,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2847,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2848,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2855,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2856,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2857,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2858,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2873,GERD,sakit perut,keasaman,bisul di lidah,muntah
2876,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2877,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2878,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2881,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2882,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2885,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2886,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2887,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2888,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2889,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2896,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2897,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2898,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2899,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2914,GERD,sakit perut,keasaman,bisul di lidah,muntah
2917,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2918,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2919,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2922,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2923,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2926,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2927,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2928,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2929,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2930,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2937,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2938,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2939,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2940,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2955,GERD,sakit perut,keasaman,bisul di lidah,muntah
2958,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
2959,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
2960,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
2963,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
2964,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
2967,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
2968,Malaria,panas dingin,muntah,demam tinggi,berkeringat
2969,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
2970,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
2971,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
2978,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
2979,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
2980,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
2981,Wasir dimorfik (tumpukan),sembelit,nyeri saat buang air besar,nyeri di wilayah anal,darah dalam tinja
2996,GERD,sakit perut,keasaman,bisul di lidah,muntah
2999,Penyakit tukak lambung,muntah,gangguan pencernaan,kehilangan nafsu makan,sakit perut
3000,AIDS,pengecilan otot,bercak di tenggorokan,demam tinggi,kontak di luar nikah
3001,Diabetes,kelelahan,penurunan berat badan,kegelisahan,kelesuan
3004,Hipertensi,sakit kepala,nyeri dada,pusing,kehilangan keseimbangan
3005,Migrain,keasaman,gangguan pencernaan,sakit kepala,penglihatan kabur dan terdistorsi
3008,Penyakit kuning,gatal,muntah,kelelahan,penurunan berat badan
3009,Malaria,panas dingin,muntah,demam tinggi,berkeringat
3010,Cacar air,gatal,ruam kulit,kelelahan,kelesuan
3011,demam berdarah,ruam kulit,panas dingin,nyeri sendi,muntah
3012,Penyakit tipus,panas dingin,muntah,kelelahan,demam tinggi
3019,TBC,panas dingin,muntah,kelelahan,penurunan berat badan
3020,Flu biasa,bersin terus menerus,panas dingin,kelelahan,batuk
3021,Radang paru-paru,panas dingin,kelelahan,batuk,demam tinggi
